,id,explanation_method,comprehensiveness,normalized_comprehensiveness,sufficiency,normalized_sufficiency,prob,masked_input_prob
23,23,decompx,-0.0015783319540787488,0.9840232236352173,-0.13112818207591773,0.5580543512768904,0.00790133886039257,0.04134671219460547
24,24,decompx,0.370948014674165,0.8662157615906663,-0.28915347158908844,0.11900827517694279,0.4949379861354828,0.03385414425621207
25,25,decompx,0.24453597255051135,0.18966720837497808,0.09868111200630665,0.0007240906642912608,0.9996461868286133,0.04134671219460547
26,26,decompx,0.5877490349113941,0.6591723579701282,0.09672143049538136,4.920055798977595e-05,0.9998250603675842,0.04134671219460547
27,27,decompx,0.7042347624897957,0.9417864137391663,0.0967578250914812,0.0005874051522288034,0.9998354911804199,0.04134671219460547
28,28,decompx,0.28908286299556496,0.24140640830938892,0.10290554352104664,0.007770423605464179,0.9998550415039062,0.04134671219460547
29,29,decompx,0.7774652272695676,0.9903118718669188,0.29153801389038564,0.2819788010965946,0.9998471736907959,0.04134671219460547
30,30,decompx,0.46167524920310826,0.9938865077141561,-0.3875502448529005,0.008029519506475782,0.5024085640907288,0.04134671219460547
31,31,decompx,0.3796428758651018,0.321795336315277,0.22052680440247058,0.10302323443106781,0.9974693059921265,0.04134671219460547
32,32,decompx,0.2274885568767786,0.20972674621918647,0.10132320709526539,0.0006349147368098867,0.9998533725738525,0.04134671219460547
33,33,decompx,0.2431663941591978,0.25619583930583045,0.09819886274635792,0.0024695099594413987,0.9998075366020203,0.04134671219460547
34,34,decompx,0.6932821130030788,0.8537212789991032,0.15767353363335132,0.08523258030700297,0.9998365640640259,0.04134671219460547
35,35,decompx,0.6100947325350716,0.7424429201809545,0.14583501406013966,0.06416891228813343,0.9998553991317749,0.04134671219460547
36,36,decompx,0.4284271877259016,0.6030299612089557,0.09672689624130726,1.2329114679728243e-05,0.9997861981391907,0.04134671219460547
37,37,decompx,0.7816511793527752,0.9984373642461684,0.09769440479576588,0.0019699622058331027,0.9990091323852539,0.04134671219460547
38,38,decompx,0.7756256891621484,0.8968033593518735,0.11096208749545945,0.0006845254144504945,0.9998435974121094,0.03385414425621207
39,39,decompx,0.837673942744732,0.9138247999264804,0.10455237217247486,0.007371618698075808,0.9824135303497314,0.04134671219460547
40,40,decompx,0.5563304473956426,0.912665129184497,0.11086948836843173,0.005391819053660971,0.9989030361175537,0.03385414425621207
41,41,decompx,0.6276732613216154,0.7508403196559342,0.10664559789001941,0.0028863605326161714,0.9988645315170288,0.04134671219460547
42,42,decompx,0.6539590902277268,0.7881923474842236,0.09720079489052295,0.0006173932224639195,0.9998427629470825,0.04134671219460547
43,43,decompx,0.32973371632397175,0.38652331167837695,0.1292593080550432,0.04607243625095343,0.9996941089630127,0.04134671219460547
44,44,decompx,0.8797409701975993,0.9819011785818241,0.09667257852852344,5.572202962833744e-06,0.9998546838760376,0.04134671219460547
45,45,decompx,0.8610117515549064,0.9976686886603667,0.09882532544434071,0.0013558766284662938,0.9994538426399231,0.04134671219460547
46,46,decompx,0.5123915913514793,0.6475560532365862,0.09747749157249927,0.003419044545500477,0.9984739422798157,0.04134671219460547
47,47,decompx,0.17691529583599833,0.17188051451116074,0.29298749483293957,0.46850035511387295,0.9998522996902466,0.03385414425621207
48,48,decompx,0.4382164668705728,0.6010756773578118,0.11139737359351581,0.0064586485055833425,0.9998492002487183,0.03385414425621207
49,49,decompx,-0.18059025112112673,0.7141396415608647,-0.01002306304386972,0.9893497611692176,0.0007695623789913952,0.03385414425621207
50,50,decompx,0.3925605991648303,0.41309821942462577,0.11111624497506353,0.002543910292777887,0.9989762306213379,0.03385414425621207
51,51,decompx,-0.2066229197646155,0.7560640672907154,-0.6152170648694866,0.274908281815143,0.004887163173407316,0.03385414425621207
52,52,decompx,0.7510472035242451,0.8463073048833991,0.11011252262526089,0.0005193538481997587,0.9998399019241333,0.03385414425621207
53,53,decompx,0.85488609633305,0.9791603877379332,0.1139860562980175,0.009194588554829453,0.9925768971443176,0.03385414425621207
54,54,decompx,0.5570375375035737,0.7687421710537159,0.30248531161083114,0.3272331369506645,0.9997851252555847,0.03385414425621207
55,55,decompx,0.7167505286633968,0.9246321358408376,0.21144233602616522,0.1565962838525288,0.997653067111969,0.03385414425621207
56,56,decompx,0.7125710772557391,0.6656732996705792,0.5490804872113384,0.47194683418078653,0.9998486042022705,0.03385414425621207
57,57,decompx,0.4442770895030763,0.6378218201205093,0.11380156005422275,0.01096026985317655,0.9998434782028198,0.03385414425621207
58,58,decompx,0.5143682704203658,0.5868973082364141,0.10778958391812113,0.00036668012444349526,0.9998189806938171,0.03385414425621207
59,59,decompx,0.40710558618108433,0.42869508196272665,0.11082755318946308,0.0010503298740757473,0.9994655251502991,0.03385414425621207
60,60,decompx,0.8763532853659449,0.9883354783045767,0.12677453748053974,0.016041983672307032,0.999582827091217,0.03385414425621207
61,61,decompx,0.9883420807351025,0.9911565352209416,0.1684955313269581,1.2098873891202678e-05,0.9997257590293884,0.02592806179332738
62,62,decompx,0.38285514432936907,0.4113370674853599,0.1473008692264557,0.007269862247169064,0.9998050332069397,0.02896005611835495
63,63,decompx,0.6689995185782512,0.87628135254513,0.11396152567532328,0.00323147355308551,0.9998506307601929,0.03385414425621207
64,64,decompx,0.7411179711731771,0.9745336930384183,0.11016041164596875,0.004492533865161104,0.9994068145751953,0.03385414425621207
65,65,decompx,0.43658211703101796,0.6584728134450719,0.15236393734812737,0.005603576603312324,0.9994664788246155,0.03385414425621207
66,66,decompx,0.6400618211191613,0.7263370684843878,0.15666355192661285,0.012028971753221363,0.9996331930160522,0.02896005611835495
67,67,decompx,0.4279457757042514,0.571817292427936,0.16852372346652877,0.0845473384494335,0.9994381070137024,0.03385414425621207
68,68,decompx,0.9927715368555963,0.9968021802879924,0.10917304745978779,0.00016260126485899206,0.9996397495269775,0.03385414425621207
69,69,decompx,0.16510215401649475,0.13265238042018915,0.12193715572357178,0.000982907222399805,0.9998383522033691,0.02896005611835495
70,70,decompx,0.552490647468302,0.6695829209136316,0.32175855048828655,0.32118544502295887,0.9998551607131958,0.03385414425621207
71,71,decompx,0.8203367691021413,0.9845243470217786,0.13250337541103363,0.007147936622774775,0.998835027217865,0.02896005611835495
72,72,decompx,0.8705162967865666,0.9891624436663596,0.11011415844162305,0.0015786225523460138,0.999833345413208,0.03385414425621207
73,73,decompx,0.6667601962884268,0.8342563890686603,0.19494674561752212,0.12913209010822843,0.9998530149459839,0.03385414425621207
74,74,decompx,0.6492096063577466,0.820909055295523,0.10881768456763691,0.0008860162538149546,0.9998351335525513,0.03385414425621207
75,75,decompx,0.5785182481631637,0.5474772855745744,0.24692673841491342,0.11480802555185315,0.9982840418815613,0.02896005611835495
76,76,decompx,0.4518779698604097,0.5322128873013232,0.541867078281939,0.6720673326246849,0.9998531341552734,0.03385414425621207
77,77,decompx,0.5873229557441341,0.6740603252952254,0.10907355406218106,0.0010816760293710496,0.9984672665596008,0.03385414425621207
78,78,decompx,0.22858810217844117,0.2871195129186645,0.157616152945492,0.11203477873711548,0.9998462200164795,0.03385414425621207
79,79,decompx,0.7285131024093263,0.8007042083248254,0.1108835418191221,0.002421367613667791,0.9995545744895935,0.03385414425621207
80,80,decompx,0.33891927311196923,0.3511239368224636,0.1849498628742165,0.11518831718127624,0.9998432397842407,0.03385414425621207
81,81,decompx,0.2834349676138825,0.27731170115403847,0.10910353519850308,0.000775165136255683,0.9998481273651123,0.03385414425621207
82,82,decompx,0.868824891681369,0.9996959571090425,0.10969739614261521,0.0021905851621375227,0.9988008737564087,0.03385414425621207
83,83,decompx,-0.001330712195744531,0.9999044908513549,-0.23075539644600618,0.6822189500766564,0.0026855221949517727,0.03385414425621207
84,84,decompx,0.11179799627926615,0.008021120012146384,0.4576146585944419,0.6853876528742074,0.9998388290405273,0.03385414425621207
85,85,decompx,0.4384760542048348,0.563726692532397,0.12292289195789231,0.026489148840673833,0.9996727705001831,0.03385414425621207
86,86,decompx,0.7932766746315691,0.7770134043467811,0.41258230515652233,0.34416428019671086,0.9946293234825134,0.03385414425621207
87,87,decompx,0.7925936077307496,0.9561072999935999,0.10971685374776523,0.0009851429964291755,0.9990949630737305,0.03385414425621207
88,88,decompx,0.6164376636346182,0.8124907828566875,0.1089628351231416,0.0014640440606490785,0.9998351335525513,0.03385414425621207
89,89,decompx,0.9881897656596266,0.9955388822640335,0.183276839968231,0.013174493516174574,0.9982450008392334,0.03385414425621207
90,90,decompx,0.7705340931812922,0.8629514809730504,0.10786325525906351,0.00010744806444611127,0.9998495578765869,0.03385414425621207
91,91,decompx,0.8571939753989378,0.8647073747013317,0.10789879949556457,0.00018360722969438273,0.9998418092727661,0.03385414425621207
92,92,decompx,0.6339548325373067,0.9374715792106165,0.2101623411807749,0.17684127335839275,0.9967043995857239,0.03385414425621207
93,93,decompx,0.5096047334372997,0.6191657030680549,0.1250286776986387,0.0028402396237538798,0.9997645020484924,0.03385414425621207
94,94,decompx,0.377741317730397,0.52003637761273,0.12824948132038116,0.00040469236690588605,0.9998302459716797,0.02896005611835495
95,95,decompx,0.3857159768231213,0.6065810664726646,0.12270307540893555,0.0014901256598707942,0.9998538494110107,0.02896005611835495
96,96,decompx,0.43616471652057953,0.6389714342230929,0.12266229093074799,1.641695322589476e-05,0.9998483657836914,0.02896005611835495
97,97,decompx,0.3659684928134084,0.5806025071021572,0.20392241328954697,0.1932932135403758,0.9998514652252197,0.02896005611835495
98,98,decompx,0.761399257928133,0.9534033012238684,0.2032621202192136,5.631004879948473e-05,0.9997900128364563,0.02592806179332738
99,99,decompx,0.8039004546590149,0.9929304581102745,0.12229498475790024,7.114129376168815e-05,0.9984316229820251,0.02896005611835495
100,100,decompx,0.6206924034049734,0.5839842684820329,0.559009030694142,0.4801281525949344,0.998173713684082,0.02896005611835495
101,101,decompx,0.9720291992834973,0.9839231980042985,0.12128986418247223,0.001511643471576539,0.9964404702186584,0.02896005611835495
102,102,decompx,0.5009009175534759,0.6066623713878805,0.3361337309969323,0.21081044243825894,0.9998465776443481,0.02592806179332738
103,103,decompx,0.47796678884575766,0.6461077699831156,0.16549185259888569,0.00328332402648008,0.9998014569282532,0.02241680258089102
104,104,decompx,0.9496870765287895,0.9871876887442395,0.36692973924800754,0.165079212071675,0.9991641044616699,0.02896005611835495
105,105,decompx,0.9113896703347564,0.9153171424320341,0.13934966176748276,0.02097529738257837,0.9983676075935364,0.02896005611835495
106,106,decompx,0.6487952966417652,0.6028094237783378,0.12305845320224762,0.00022767905668531099,0.9998255372047424,0.02896005611835495
107,107,decompx,0.5954348189916345,0.6541436979695642,0.1734124943614006,0.06847930786326845,0.9997896552085876,0.02896005611835495
108,108,decompx,0.4693130189552903,0.6385250078841103,0.1222134530544281,7.445852897643655e-06,0.9998505115509033,0.02896005611835495
109,109,decompx,0.8671582203824073,0.9538483525292637,0.36883625807240605,0.2069195765937241,0.9603412747383118,0.02896005611835495
110,110,decompx,0.7720536398119293,0.7285983285708043,0.22290559113025665,0.05598139933112992,0.9998502731323242,0.02896005611835495
111,111,decompx,0.1718965768814087,0.06328855651509475,0.14742915332317352,0.013464272721579441,0.9998078942298889,0.02896005611835495
112,112,decompx,0.6093964539468288,0.8767192545843316,0.19661670178174973,0.0004183174876558478,0.9998189806938171,0.02896005611835495
113,113,decompx,0.47171045560389757,0.6710183614766326,0.2737869843840599,0.12876434049969196,0.9998362064361572,0.02896005611835495
114,114,decompx,0.5627226000651717,0.895801593998966,0.12436413019895554,0.0014800527919261242,0.9998517036437988,0.02896005611835495
115,115,decompx,0.38525374326854944,0.8978031751178733,0.1228034496307373,0.0005885633206669451,0.9998471736907959,0.02896005611835495
116,116,decompx,0.6628676820546389,0.8175368306530832,0.12397395074367523,0.001243618712396603,0.9995648264884949,0.02896005611835495
117,117,decompx,0.6390965927857906,0.783956961714841,0.12608134001493454,0.0031024797819446505,0.9991682767868042,0.02896005611835495
118,118,decompx,0.632817727746442,0.7219752787138953,0.12232908606529236,0.000545496165140778,0.9996465444564819,0.02896005611835495
119,119,decompx,0.7488420540194056,0.9981527392548826,-0.09025147557258606,0.03260309518269714,0.7554479241371155,0.02896005611835495
120,120,decompx,0.49152840732131153,0.7166790139448629,0.24356944113969803,0.23529820733032578,0.9997966885566711,0.02896005611835495
121,121,decompx,0.31793971359729767,0.3227808522413389,0.12263533473014832,0.0016794057291127523,0.9982165694236755,0.02896005611835495
122,122,decompx,0.71616831200663,0.67647285494594,0.4702826961874962,0.35629843054798843,0.9921974539756775,0.02896005611835495
123,123,decompx,0.8153732857172145,0.9442680911222116,0.13467968255281448,0.011076532656067232,0.9987521171569824,0.02896005611835495
124,124,decompx,0.5623385374201462,0.716092155306714,0.12493626028299332,0.0025876349902634096,0.9998489618301392,0.02896005611835495
125,125,decompx,0.7750850431621075,0.7758081986327625,0.14160136133432388,0.010693816200447405,0.993421733379364,0.02896005611835495
126,126,decompx,0.990633166187763,0.9977497553956418,0.12189191579818726,0.00010718971168334643,0.9985299110412598,0.02896005611835495
127,127,decompx,0.9726566762037692,0.9905153747803165,0.31284844875335693,0.04951229627531989,0.9926040768623352,0.02896005611835495
128,128,decompx,0.2648617659385006,0.20227985812256957,0.16697446846713623,0.005383232029111876,0.999626874923706,0.02241680258089102
129,129,decompx,0.9891612390388868,0.9987517388371694,0.1344139530722584,0.0002207624040966827,0.9943819642066956,0.02592806179332738
130,130,decompx,0.7057465785307743,0.79551407957674,0.15428062395325728,0.019183054385529162,0.9996540546417236,0.02592806179332738
131,131,decompx,0.6719002651059002,0.621091551944212,0.14100577549210616,0.00015097270049942225,0.9998332262039185,0.02592806179332738
132,132,decompx,0.43091461887317045,0.41920179991401313,0.14145977555641107,0.0007197840508034624,0.9998031258583069,0.02592806179332738
133,133,decompx,0.7230706696448449,0.7993053192665857,0.13944203912147454,8.547489864308696e-05,0.9998071789741516,0.02592806179332738
134,134,decompx,0.4990046921053103,0.6584992784406528,0.1771574060299567,0.007631153181925995,0.9990676045417786,0.02592806179332738
135,135,decompx,0.5424230763954776,0.7659752904755147,0.14118860848248005,0.002284346568539956,0.9998130202293396,0.02592806179332738
136,136,decompx,0.6893591737108571,0.7703118160164958,0.4204013431444764,0.3922024226823248,0.9998366832733154,0.02592806179332738
137,137,decompx,0.665237867894272,0.8450447758907909,0.19867815915495157,0.052577684078142145,0.9998106360435486,0.02241680258089102
138,138,decompx,0.5438560620033448,0.706103736245544,0.2606990292136158,0.1902790374929182,0.9889376163482666,0.02592806179332738
139,139,decompx,0.8413251767799791,0.9956914749614605,0.19019426165946893,0.07093009265763756,0.9991946816444397,0.02592806179332738
140,140,decompx,0.6394222860357591,0.9544371725792798,0.2697624636015722,0.24720718905423084,0.9997238516807556,0.02592806179332738
141,141,decompx,0.33738141376358854,0.26042553961577974,0.2814271290387426,0.18058486436674942,0.9995765089988708,0.02592806179332738
142,142,decompx,0.7072933223098516,0.741019270229974,0.14691259578934737,0.0002511261592182217,0.9988106489181519,0.02592806179332738
143,143,decompx,0.04892831603397748,0.9978356541579945,-0.7978822506432023,0.006678000154331337,0.05509182810783386,0.02592806179332738
144,144,decompx,0.3308272188795464,0.3452621654770141,0.19117841949420317,0.09302214916544399,0.9998434782028198,0.02592806179332738
145,145,decompx,0.6893374869333846,0.6464786690278321,0.28929200103240355,0.1590516847178533,0.9997369647026062,0.02592806179332738
146,146,decompx,0.9630698616549905,0.9638752917574407,0.20433739652591093,0.05482096227121254,0.9983583092689514,0.02592806179332738
147,147,decompx,0.7131119614059571,0.8039260339143223,0.14115379936993122,0.0004269959600295507,0.998957633972168,0.02592806179332738
148,148,decompx,0.5062229039945773,0.5197090375247677,0.14037344684558256,0.0003599946983135765,0.9993933439254761,0.02592806179332738
149,149,decompx,0.6839449597256524,0.9783833705886884,0.14224411307701043,0.00101036606837784,0.9998157620429993,0.02592806179332738
150,150,decompx,0.6683244175277651,0.9999997009502871,0.19867615960538387,0.00012125881730220323,0.999806821346283,0.017077668091952578
151,151,decompx,0.8264700985912766,0.9937888586862736,0.13953824101814202,9.60492975756306e-05,0.9998449087142944,0.02592806179332738
152,152,decompx,0.6162094018821206,0.6672330954588069,0.14356367476284504,0.0013999105127224085,0.9998028874397278,0.02592806179332738
153,153,decompx,0.5109608553882156,0.6759218241474894,0.13957730760531767,0.0006822282736056162,0.9974371194839478,0.02592806179332738
154,154,decompx,0.1786889218326126,0.08298172649964373,0.3001896794885397,0.397982569543468,0.9998464584350586,0.02592806179332738
155,155,decompx,0.01703198699397035,0.9973508840524555,-0.8194160469408546,0.013912980772610871,0.025595132261514664,0.02592806179332738
156,156,decompx,0.8537948658590072,0.9995482897373985,0.15370707400143147,0.00013779926386982936,0.9995139837265015,0.02592806179332738
157,157,decompx,0.8524564358272723,0.9756514140477828,0.14057989179023675,0.0012491033155728611,0.9990000128746033,0.02592806179332738
158,158,decompx,0.3440894034824201,0.1381008891572368,0.8333831335060365,0.8711311474812741,0.9989548921585083,0.02592806179332738
159,159,decompx,0.7125644338167538,0.801307417860094,0.1416423786431551,0.00024233633678233813,0.9997625946998596,0.02592806179332738
160,160,decompx,0.7371044623910815,0.7824963285417663,0.1431024284767253,0.001490107551183083,0.9998250603675842,0.02592806179332738
161,161,decompx,0.7596905641257763,0.7968084342237644,0.14380276602293765,0.0020553099752507373,0.99936443567276,0.02592806179332738
162,162,decompx,0.543618494955202,0.871727087963353,0.16540466093768677,0.00012720599587700873,0.9991656541824341,0.02241680258089102
163,163,decompx,0.6663733542275926,0.9995883119563047,0.16942600750674805,0.0111595059808773,0.9991156458854675,0.02241680258089102
164,164,decompx,0.5855099824257195,0.8055018067940336,0.3179989205673337,0.2950553021837186,0.9998513460159302,0.02241680258089102
165,165,decompx,0.7914915833622217,0.9991025096771288,0.19910806678235532,0.0010246261168280805,0.9993472695350647,0.017077668091952578
166,166,decompx,0.5003226321811477,0.6530884944201856,0.16311766051997742,0.00023816565608777518,0.9998461008071899,0.02241680258089102
167,167,decompx,0.539030189315478,0.7458363908599069,0.1702198519681891,0.011567810747697926,0.9998329877853394,0.02241680258089102
168,168,decompx,0.28163144333908957,0.30266811966392404,0.2061375811075171,0.10948796687685902,0.9998342990875244,0.02241680258089102
169,169,decompx,0.5934653665559987,0.6562656937204897,0.16546869619439045,0.001092934217354544,0.9982306361198425,0.02241680258089102
170,170,decompx,0.32881531212478876,0.3290338523567965,0.18333886408557495,0.027289520523854735,0.9998078942298889,0.02241680258089102
171,171,decompx,0.6252455185943594,0.7289319274531124,0.20198099159946045,0.06073737506689322,0.9998446702957153,0.02241680258089102
172,172,decompx,0.8552971497798959,0.8688160224054802,0.16126788003991047,0.0003382251118202304,0.9969406127929688,0.02241680258089102
173,173,decompx,0.6579185606290897,0.7489384045961307,0.1665292913094163,0.0020823777082601765,0.9984341263771057,0.02241680258089102
174,174,decompx,0.6329511446723094,0.7214293858003324,0.2036517197266221,0.011279760919917248,0.9998513460159302,0.02241680258089102
175,175,decompx,0.8076052006023625,0.995870183533205,0.16949054940293232,0.005256566851865333,0.9989811778068542,0.02241680258089102
176,176,decompx,0.9133310454664751,0.9144688662536883,0.21426973603665828,0.015078352694532305,0.9998496770858765,0.017077668091952578
177,177,decompx,0.5024700481444597,0.6689929104116291,0.32878409295032424,0.30334024431641293,0.9996483325958252,0.02241680258089102
178,178,decompx,0.5105075820659598,0.5385807580113926,0.17297310971965393,0.008326605279427848,0.9934290051460266,0.02241680258089102
179,179,decompx,0.7301132899398605,0.9268147909156219,0.1684217785174648,0.008114314733918448,0.9998390674591064,0.02241680258089102
180,180,decompx,0.6263714404776692,0.696042311593905,0.1665316754952073,0.0013177567959959547,0.9995768666267395,0.02241680258089102
181,181,decompx,0.4217470781877637,0.4388328494152469,0.20749832534541687,0.0746680586856083,0.9998534917831421,0.02241680258089102
182,182,decompx,0.44664902829875547,0.5944264973633482,0.1670535042261084,0.0019252678404431593,0.9997956156730652,0.02241680258089102
183,183,decompx,0.9803590430819895,0.994486092729575,0.24535501189529896,1.1714471979460581e-07,0.9954916834831238,0.020336067429914246
184,184,decompx,0.9714428806134189,0.996272932314818,0.5063153750573596,0.41857892209434017,0.9819899797439575,0.02241680258089102
185,185,decompx,0.17166084392617145,0.02016087839525161,0.16575985495001078,0.005378320452649892,0.9998260140419006,0.02241680258089102
186,186,decompx,0.5503460597246885,0.771524926913546,0.1638174389178554,0.0009642227071575629,0.999508261680603,0.02241680258089102
187,187,decompx,0.5385979255661368,0.7965210408360333,0.1934828395023942,0.022615266964224733,0.9989577531814575,0.02241680258089102
188,188,decompx,0.318976189630727,0.3150572483763237,0.1648932034149766,0.0022738880695398404,0.9998542070388794,0.02241680258089102
189,189,decompx,0.7736935631061593,0.9262387733556642,0.16489472333341837,0.001963553209860057,0.9998518228530884,0.02241680258089102
190,190,decompx,0.22370305005460978,0.08985733538890102,0.1659225756302476,0.0014164880479855103,0.9984731078147888,0.02241680258089102
191,191,decompx,0.8201620223311087,0.9928130582204624,0.16478922311216593,0.001202693905851669,0.9969215989112854,0.02241680258089102
192,192,decompx,0.9521320675266907,0.9793655199903533,0.15921707296123108,0.00495537383900397,0.9879464507102966,0.02241680258089102
193,193,decompx,0.654634446837008,0.729994432276856,0.19530493362496296,0.013852380042637355,0.9990575909614563,0.02241680258089102
194,194,decompx,0.6288499217480421,0.9241580589103617,0.19885962270200253,0.0018439738763042684,0.9998334646224976,0.017077668091952578
195,195,decompx,0.6945376029858986,0.8136956917546088,0.16667334580173096,0.0011134600168597568,0.999683141708374,0.02241680258089102
196,196,decompx,0.3125941278412938,0.3795661825028382,0.18578265452136597,0.1483763311991488,0.9392848014831543,0.02241680258089102
197,197,decompx,0.4940017017846306,0.6581764282835741,0.1668384506677588,0.0019854930612697203,0.9998290538787842,0.02241680258089102
198,198,decompx,0.5720415835579237,0.7095133094764788,0.4781554027770956,0.5310776365103678,0.9970543384552002,0.02241680258089102
199,199,decompx,0.49566901692499715,0.498413352741687,0.49497657870718587,0.49736854715794965,0.9993909597396851,0.02241680258089102
200,200,decompx,0.8409869121387601,0.9179749440555389,0.16303895258655152,5.2454826841008675e-06,0.999574601650238,0.02241680258089102
201,201,decompx,0.677815709883968,0.7663125428455928,0.28231450263410807,0.027677852936479067,0.9994490742683411,0.02241680258089102
202,202,decompx,0.3441222876620789,0.27198473780715543,0.16634952370077372,0.0019296894571637433,0.9987152814865112,0.02241680258089102
203,203,decompx,0.5157270089257509,0.5461657750556567,0.16720524771759906,0.0025267858406458304,0.9990320205688477,0.02241680258089102
204,204,decompx,0.24915553592145442,0.06256523808583729,0.4157384891062975,0.35440902377883493,0.999797523021698,0.017077668091952578
205,205,decompx,0.6022528503090143,0.734747728780023,0.20163857005536556,0.0019147760083162606,0.999152421951294,0.017077668091952578
206,206,decompx,0.5749020341783762,0.7323502878039866,0.19878331683576106,0.0015782694707584977,0.9997568726539612,0.017077668091952578
207,207,decompx,0.29231415055692195,0.1577211177849645,0.19200810454785824,-7.130399618708517e-08,0.9933388829231262,0.017077668091952578
208,208,decompx,0.19763100408017636,0.0013084891189434308,0.19799888394773008,0.0030771159729201364,0.9998394250869751,0.017077668091952578
209,209,decompx,0.8015567991300486,1.0000000619002598,0.19609315656125545,1.3769638841502925e-07,0.9984657764434814,0.017077668091952578
210,210,decompx,0.7299887333065271,0.6473830172616121,0.4897332270629704,0.2590035408227635,0.9914724826812744,0.020336067429914246
211,211,decompx,0.7073140397667885,0.9807334378286015,0.19738158248364926,0.0005145436270639096,0.9995774626731873,0.017077668091952578
212,212,decompx,0.48595019094645975,0.7371359204922241,0.22770767472684383,0.03987235951406306,0.9992534518241882,0.017077668091952578
213,213,decompx,0.19936337731778622,0.0034729010232865116,0.38662468902766706,0.4467106774169158,0.9992493987083435,0.017077668091952578
214,214,decompx,0.9865100089460611,1.0000000610650932,0.19825051091611384,0.0008003332615624525,0.9998511075973511,0.017077668091952578
215,215,decompx,0.788492088764906,0.8733315316774187,0.19434783719480037,0.0012296447740229306,0.9960209727287292,0.017077668091952578
216,216,decompx,0.21040042899549008,0.028653020783751926,0.2007771398872137,0.0033124202548773583,0.9993767142295837,0.017077668091952578
217,217,decompx,0.5952883815916721,0.6667411358948948,0.2004696276038885,0.00015520407159600111,0.9991438388824463,0.017077668091952578
218,218,decompx,0.9929703920424799,0.9997109301004987,0.24811390228569508,0.0012860485898409312,0.9997807145118713,0.020336067429914246
219,219,decompx,0.9864990093046799,0.999999887099694,0.24542476423084736,7.467175209217176e-05,0.999850869178772,0.020336067429914246
220,220,decompx,0.35291607640683653,0.2784757201830389,0.20018151067197323,-2.3467804414524596e-08,0.9989418387413025,0.017077668091952578
221,221,decompx,0.7905322720296681,0.7118056129101327,0.3948196776211262,0.15196863912373998,0.9992076754570007,0.017077668091952578
